iter	Logloss
0	0.4841128832
1	0.340285164
2	0.2412053535
3	0.1763711512
4	0.1271250298
5	0.09027323988
6	0.06561740782
7	0.0469088316
8	0.03443743223
9	0.02648240748
10	0.02046425633
11	0.01506955018
12	0.01160679551
13	0.008866683151
14	0.007060947462
15	0.005744590526
16	0.004765205259
17	0.003789950468
18	0.003153587035
19	0.002670676725
20	0.002234256334
21	0.001863656495
22	0.001561255532
23	0.001325429142
24	0.001142874172
25	0.0009868838782
26	0.0008566439379
27	0.0007474408604
28	0.0006591716465
29	0.0005844787068
30	0.0005226127263
31	0.0004697628038
32	0.0004247141843
33	0.0003852511073
34	0.000351464773
35	0.0003224246935
36	0.0002967173114
37	0.0002740887445
38	0.0002545793918
39	0.0002373299825
40	0.0002203596285
41	0.0002051415479
42	0.0001919568002
43	0.0001798231378
44	0.00016917804
45	0.0001595133857
46	0.0001506977873
47	0.000143506316
48	0.0001361859828
49	0.0001300299854
50	0.0001300299854
51	0.0001300299854
52	0.0001238494023
53	0.00011801385
54	0.0001180128654
55	0.0001180128654
56	0.0001180128654
57	0.0001180104146
58	0.0001180104146
59	0.0001180091335
60	0.000116111973
61	0.000116111973
62	0.000116111973
63	0.0001161116853
64	0.0001161116853
65	0.0001161116853
66	0.0001161116853
67	0.0001161116853
68	0.0001161104118
69	0.0001161104118
70	0.0001161104118
71	0.0001161071413
72	0.0001161071413
73	0.0001161054413
74	0.0001161054413
75	0.0001161039943
76	0.0001161039943
77	0.0001161008069
78	0.0001161008069
79	0.0001161008069
80	0.0001161008069
81	0.0001160998426
82	0.0001160998426
83	0.0001160974579
84	0.0001160972211
85	0.0001160972211
86	0.0001160948583
87	0.000116091903
88	0.0001160921188
89	0.0001160921188
90	0.0001160921188
91	0.0001160921188
92	0.0001160897137
93	0.0001160897137
94	0.0001160897137
95	0.0001160897137
96	0.0001160885482
97	0.0001160885482
98	0.0001160885482
99	0.0001160885482
100	0.0001160885482
101	0.0001160885482
102	0.0001160858468
103	0.0001160858468
104	0.0001160858468
105	0.0001160854322
106	0.0001160854322
107	0.0001142483367
108	0.0001142483367
109	0.0001142483367
110	0.0001142483367
111	0.0001142483367
112	0.0001142483367
113	0.0001142483367
114	0.0001142483367
115	0.0001142483367
116	0.0001142464974
117	0.0001142464974
118	0.0001142456981
119	0.0001142456981
120	0.0001142456981
121	0.0001142456981
122	0.0001142456981
123	0.0001142424717
124	0.0001142424717
125	0.0001142424717
126	0.0001142424717
127	0.0001142424717
128	0.0001142424717
129	0.0001142424717
130	0.0001142424717
131	0.0001142424717
132	0.0001142424717
133	0.0001142421741
134	0.0001142421741
135	0.0001142421741
136	0.0001142421741
137	0.0001142421741
138	0.0001142407004
139	0.0001142407004
140	0.0001142407004
141	0.0001142407004
142	0.0001142407004
143	0.0001142407004
144	0.0001142407004
145	0.0001142407004
146	0.0001142407004
147	0.0001142407004
148	0.0001142407004
149	0.0001142407004
150	0.0001142407004
151	0.0001142407004
152	0.0001142407004
153	0.0001142407004
154	0.0001142407004
155	0.0001142407004
156	0.0001142407004
157	0.000114240224
158	0.000114240224
